"Commuting duration by main mode of commuting and time arriving at work: Canada, provinces and territories, census divisions and census subdivisions of work",Unnamed: 1,Unnamed: 3,Unnamed: 5,Unnamed: 7,Unnamed: 9,Unnamed: 11,Unnamed: 13,Unnamed: 15,Unnamed: 17,Unnamed: 19,Unnamed: 21,Unnamed: 23,Unnamed: 25,Unnamed: 27,Unnamed: 29,Unnamed: 31,Unnamed: 33,Unnamed: 35,Unnamed: 37,Unnamed: 39,Unnamed: 41,Unnamed: 43,Unnamed: 45,Unnamed: 47,Unnamed: 49,Unnamed: 51,Unnamed: 53,Unnamed: 55,Unnamed: 57,Unnamed: 59,Unnamed: 61,Unnamed: 63,Unnamed: 65,Unnamed: 67,Unnamed: 69,Unnamed: 71,Unnamed: 73,Unnamed: 75,Unnamed: 77,Unnamed: 79,Unnamed: 81,Unnamed: 83,Unnamed: 85,Unnamed: 87,Unnamed: 89,Unnamed: 91,Unnamed: 93,Unnamed: 95,Unnamed: 97,Unnamed: 99,Unnamed: 101,Unnamed: 103,Unnamed: 105,Unnamed: 107,Unnamed: 109,Unnamed: 111,Unnamed: 113,Unnamed: 115,Unnamed: 117,Unnamed: 119,Unnamed: 121,Unnamed: 123,Unnamed: 125,Unnamed: 127,Unnamed: 129,Unnamed: 131,Unnamed: 133,Unnamed: 135,Unnamed: 137,Unnamed: 139,Unnamed: 141,Unnamed: 143
Avignon i923,"2,070","1,010",500,170,150,17.2,220,15,0,0,0,6.6,10,0,0,0,0,23,10,0,0,0,0,23,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,205,15,0,0,0,5.1,190,10,0,0,0,4.6,20,0,0,0,0,8.4,0,0,0,0,0,,15,15,0,0,0,11.6
Maria i924,535,385,200,70,60,20.1,50,10,0,0,0,9.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,50,0,0,0,0,6.3,40,0,0,0,0,6,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Carleton-sur-Mer i925,670,310,125,20,45,15.2,85,0,0,0,0,7.2,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,80,0,0,0,0,5.4,70,0,0,0,0,4.6,10,0,0,0,0,9,0,0,0,0,0,,0,0,0,0,0,
Nouvelle i926,265,105,45,20,15,15.6,25,0,0,0,0,1.9,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,25,0,0,0,0,1.9,25,0,0,0,0,1.9,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,
Escuminac i927,20,20,0,10,10,29.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Pointe-à-la-Croix i928,170,55,80,25,0,18.5,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Ristigouche-Partie-Sud-Est i929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-André-de-Restigouche i930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matapédia i931,45,60,40,0,0,21.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Alexis-de-Matapédia i932,55,20,0,0,0,9,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-François-d'Assise i933,35,10,0,0,0,11.4,20,0,0,0,0,4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,4,20,0,0,0,0,4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
L'Ascension-de-Patapédia i934,10,15,0,15,15,40,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Gesgapegiag i935,200,10,0,10,0,6.2,15,0,0,0,0,3.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,3.4,15,0,0,0,0,3.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Listuguj i936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rivière-Nouvelle i937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruisseau-Ferguson i938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Matapédia i939,"2,645","1,415",375,160,90,14.5,375,50,10,0,0,7,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,370,50,10,0,0,6.8,355,50,10,0,0,6.9,10,0,0,0,0,,10,0,0,0,0,,25,25,0,0,0,13
Sainte-Marguerite-Marie i940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sainte-Florence i941,10,10,10,0,20,47,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Causapscal i942,295,120,40,15,0,12.7,40,0,0,0,0,5.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,40,0,0,0,0,5.2,40,0,0,0,0,5.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Albertville i943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Léon-le-Grand i944,50,15,0,0,0,7.9,15,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,,15,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Zénon-du-Lac-Humqui i945,20,0,0,0,0,4.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Sainte-Irène i946,0,10,0,0,0,29,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Amqui i947,"1,625",885,115,55,35,12.8,190,40,10,0,0,9.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,185,40,10,0,0,8.9,185,40,10,0,0,8.9,0,0,0,0,0,,0,0,0,0,0,,0,20,0,0,0,19.5
Lac-au-Saumon i948,140,115,45,10,10,17.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Alexandre-des-Lacs i949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Tharcisius i950,40,0,0,0,0,4.4,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Vianney i951,15,0,0,0,0,8,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,
Val-Brillant i952,60,0,0,0,0,5.9,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Sayabec i953,275,200,125,60,0,19.3,35,0,0,0,0,4.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,35,0,0,0,0,4.2,20,0,0,0,0,4.6,10,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,
Saint-Cléophas i954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Moïse i955,35,10,0,0,0,15.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Noël i956,25,20,0,0,0,13.8,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Damase i957,45,20,20,0,0,19.2,25,0,0,0,0,4.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,25,0,0,0,0,4.2,25,0,0,0,0,4.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Routhierville i958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rivière-Vaseuse i959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rivière-Patapédia-Est i960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lac-Casault i961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruisseau-des-Mineurs i962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lac-Alfred i963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lac-Matapédia i964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Matanie i965,"3,760","1,585",395,125,145,14.1,355,100,30,0,10,12,10,15,15,0,0,21.6,10,15,15,0,0,21.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,345,90,10,0,10,11,335,80,10,0,10,11.1,15,0,0,0,0,9.5,20,0,0,0,0,9.2,55,15,10,0,0,11.3
Les Méchins i966,135,40,40,10,15,17.7,15,0,0,0,0,5.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,5.2,15,0,0,0,0,5.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Jean-de-Cherbourg i967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grosses-Roches i968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sainte-Félicité i969,20,15,0,0,0,15.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Adelme i970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-René-de-Matane i971,20,10,0,0,0,10.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Sainte-Paule i972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matane i973,"3,460","1,440",295,110,130,13.8,275,100,30,0,10,13.6,10,15,15,0,0,21.6,10,15,15,0,0,21.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,265,90,10,0,10,12.6,255,80,10,0,10,12.8,15,0,0,0,0,9.5,20,0,0,0,0,9.2,45,15,10,0,0,12.4
Saint-Léandre i974,0,10,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Ulric i975,70,20,25,0,0,16.4,25,0,0,0,0,2.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,25,0,0,0,0,2.8,25,0,0,0,0,2.8,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,
Baie-des-Sables i976,35,20,10,0,0,15.6,25,0,0,0,0,3.7,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,25,0,0,0,0,3.7,25,0,0,0,0,3.7,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Rivière-Bonjour i977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Mitis i978,"2,120","1,365",770,190,55,17.4,330,80,15,10,0,8.3,10,15,15,10,0,23.6,10,15,15,10,0,23.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,325,65,0,0,0,6.5,295,60,0,0,0,6.2,30,10,0,0,0,8.8,0,10,0,0,0,,10,10,15,0,0,21
La Rédemption i979,0,10,10,10,0,28,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Charles-Garnier i980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Les Hauteurs i981,35,10,10,0,0,14.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Sainte-Jeanne-d'Arc i982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Gabriel-de-Rimouski i983,75,20,25,0,0,15.7,40,10,0,0,0,4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,40,10,0,0,0,4,35,0,0,0,0,1.4,0,10,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Donat i984,25,20,10,0,0,18.4,15,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Sainte-Angèle-de-Mérici i985,30,25,15,0,0,21.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Padoue i986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Métis-sur-Mer i987,50,35,15,10,0,17.6,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Octave-de-Métis i988,10,20,10,0,0,18,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Grand-Métis i989,35,0,10,0,0,16.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Price i990,125,30,40,25,10,19,25,0,0,0,0,10.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,25,0,0,0,0,7.2,25,0,0,0,0,7.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Joseph-de-Lepage i991,15,0,15,0,0,17,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Mont-Joli i992,"1,440",900,560,90,25,17,145,50,0,0,0,10,0,15,0,0,0,23,0,15,0,0,0,23,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,145,35,0,0,0,8.4,120,35,0,0,0,8.4,20,0,0,0,0,8,0,10,0,0,0,,0,0,15,0,0,25
Sainte-Flavie i993,65,45,15,0,0,18.2,15,0,0,0,0,3.9,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,3.9,15,0,0,0,0,3.9,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Sainte-Luce i994,200,240,35,35,0,17.7,50,10,0,0,0,5.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,50,10,0,0,0,5.8,45,10,0,0,0,5.9,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Lac-des-Eaux-Mortes i995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lac-à-la-Croix i996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rimouski-Neigette i997,"10,005","4,815","1,200",190,205,13.8,"1,105",555,165,0,15,12.8,20,50,30,0,10,27.4,20,50,30,0,10,27.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"1,085",510,130,0,10,11.9,990,435,125,0,10,11.8,90,75,10,0,0,12.7,40,10,10,0,0,14.2,140,90,0,0,0,11.1
Esprit-Saint i998,20,0,20,10,0,26.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
La Trinité-des-Monts i999,0,20,10,0,10,32.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Narcisse-de-Rimouski i1000,35,25,35,0,0,20.6,30,0,0,0,0,7.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,0,0,0,0,3.5,30,0,0,0,0,3.5,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Marcellin i1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Anaclet-de-Lessard i1002,220,180,65,0,10,15.4,30,0,0,0,0,7.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,0,0,0,0,7.8,30,0,0,0,0,7.8,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,
Rimouski i1003,"9,525","4,525","1,050",175,170,13.6,"1,010",555,160,0,15,13.1,20,50,30,0,10,27.2,20,50,30,0,10,27.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,990,510,130,0,10,12.2,900,435,120,0,10,12.2,90,75,10,0,0,12.7,40,10,10,0,0,15.2,130,85,0,0,0,10.7
Saint-Valérien i1004,25,30,0,0,0,13.8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Fabien i1005,150,20,20,0,0,11.1,30,0,0,0,0,6.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,0,0,0,0,6.2,30,0,0,0,0,6.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Eugène-de-Ladrière i1006,20,15,0,0,0,21,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Lac-Huron i1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Les Basques i1008,"1,085",565,270,115,30,16.4,245,30,0,0,0,5.9,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,240,20,0,0,0,5.8,220,15,0,0,0,5.8,15,0,0,0,0,5.2,0,0,0,0,0,,20,0,0,0,0,3.4
Saint-Clément i1009,55,15,10,0,0,12.2,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Jean-de-Dieu i1010,155,125,10,15,0,14.4,45,0,0,0,0,5.9,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,45,0,0,0,0,5.9,40,0,0,0,0,6.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Sainte-Rita i1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Guy i1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint-Médard i1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sainte-Françoise i1014,20,20,10,0,0,19.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Éloi i1015,25,30,15,0,0,19.2,20,0,0,0,0,7.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,7.2,20,0,0,0,0,7.2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Trois-Pistoles i1016,585,260,150,60,10,16.9,115,25,0,0,0,6.9,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,115,20,0,0,0,6.6,110,15,0,0,0,6.4,0,0,0,0,0,,0,0,0,0,0,,20,0,0,0,0,1.7
Notre-Dame-des-Neiges i1017,165,75,25,20,0,14.7,20,0,0,0,0,2.6,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,2,10,0,0,0,0,,10,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Mathieu-de-Rioux i1018,25,25,25,0,0,21.2,15,0,0,0,0,4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,15,0,0,0,0,4,15,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Saint-Simon-de-Rimouski i1019,35,15,10,0,0,14.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
Lac-Boisbouscache i1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rivière-du-Loup i1021,"7,290","3,460","1,150",490,285,15.6,655,195,55,10,10,10.7,20,20,15,0,10,28.4,20,20,15,0,10,28.4,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,630,170,40,0,0,9.2,595,165,40,0,0,9.2,35,0,0,0,0,8.6,40,0,0,0,0,9,85,20,0,0,10,21.8
Saint-Cyprien i1022,195,70,55,35,10,18.5,30,15,0,0,0,7.7,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,30,15,0,0,0,7.7,25,15,0,0,0,8,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,
