Geography,Province or Territory Abbreviation,Population (2021),Population (2016),Population Percentage Change (2016->2021),Land area (2021) (km^2),Population density per km^2 (2021)
Swan Lake 3,B.C.,0,5,-100,0.96,0
Tanakut 4 5,B.C.,0,15,0,2.1,0
Thomas Squinas Ranch 2A,B.C.,5,0,0,2.56,2
Toosey 1,B.C.,104,107,-2.8,22.43,4.6
Towdystan Lake 3,B.C.,15,10,50,2.64,5.7
Trout Lake Alec 16,B.C.,0,15,-100,0.94,0
Ulkatcho 13,B.C.,0,0,0,2.01,0
Ulkatcho 14A,B.C.,116,155,-25.2,2.64,44
Wells,B.C.,218,217,0.5,158.09,1.4
Williams Lake,B.C.,"10,947","10,753",1.8,33.12,330.5
Williams Lake 1,B.C.,248,191,29.8,16.55,15
Windy Mouth 7 3,B.C.,5,5,0,0.03,148.4
Bella Bella 1,B.C.,"1,193","1,019",17.1,5.83,204.5
Bella Coola 1,B.C.,937,807,16.1,15.22,61.6
Central Coast A,B.C.,149,203,-26.6,"19,779.25",0
Central Coast C,B.C.,661,653,1.2,"3,963.65",0.2
Central Coast D,B.C.,403,399,1,304.21,1.3
Central Coast E,B.C.,162,148,9.5,359.53,0.5
Katit 1,B.C.,77,90,-14.4,6.04,12.7
Castlegar,B.C.,"8,338","8,039",3.7,19.87,419.6
Central Kootenay A,B.C.,"2,241","1,930",16.1,"1,689.12",1.3
Central Kootenay B,B.C.,"4,802","4,657",3.1,"1,615.10",3
Central Kootenay C 3,B.C.,"1,475","1,472",0.2,740.25,2
Central Kootenay D,B.C.,"1,462","1,343",8.9,"5,781.11",0.3
Central Kootenay E,B.C.,"3,897","3,772",3.3,807.99,4.8
Central Kootenay F,B.C.,"4,116","3,963",3.9,404.38,10.2
Central Kootenay G,B.C.,"1,650","1,623",1.7,"1,509.14",1.1
Central Kootenay H 2,B.C.,"5,045","4,655",8.4,"3,288.20",1.5
Central Kootenay I,B.C.,"2,607","2,534",2.9,109.48,23.8
Central Kootenay J,B.C.,"3,517","3,137",12.1,"1,693.07",2.1
Central Kootenay K,B.C.,"1,784","1,681",6.1,"4,377.01",0.4
Creston 3,B.C.,"5,583","5,361",4.1,8.41,664.2
Creston 1,B.C.,93,112,-17,7.55,12.3
Kaslo,B.C.,"1,049",968,8.4,3.01,348.7
Nakusp,B.C.,"1,589","1,605",-1,8.04,197.7
Nelson,B.C.,"11,106","10,572",5.1,11.93,930.6
New Denver,B.C.,487,473,3,0.87,559.6
Salmo,B.C.,"1,140","1,141",-0.1,2.44,466.4
Silverton,B.C.,149,195,-23.6,0.35,420.8
Slocan 2,B.C.,379,289,31.1,0.78,488.6
Central Okanagan 3,B.C.,"4,258","3,814",11.6,"1,245.08",3.4
Central Okanagan West 3,B.C.,"2,897","1,991",45.5,"1,173.10",2.5
Duck Lake 7,B.C.,"1,847","1,664",11,2.01,918.8
Kelowna 3,B.C.,"144,576","127,390",13.5,211.85,682.4
Lake Country,B.C.,"15,817","12,922",22.4,122.16,129.5
Peachland,B.C.,"5,789","5,428",6.7,16.1,359.6
Tsinstikeptum 10,B.C.,"1,766","1,416",24.7,3.31,533.9
Tsinstikeptum 9,B.C.,"9,134","7,612",20,6.76,"1,351.70"
West Kelowna,B.C.,"36,078","32,655",10.5,122.09,295.5
Chum Creek 2,B.C.,53,41,29.3,2.77,19.1
Columbia-Shuswap A,B.C.,"3,325","3,148",5.6,"13,434.86",0.2
Columbia-Shuswap B 3,B.C.,663,583,13.7,"9,763.80",0.1
Columbia-Shuswap C,B.C.,"8,919","7,921",12.6,506.1,17.6
Columbia-Shuswap D,B.C.,"4,400","4,044",8.8,693.67,6.3
Columbia-Shuswap E,B.C.,"1,388","1,185",17.1,"1,530.03",0.9
Columbia-Shuswap F,B.C.,"3,200","2,454",30.4,"2,652.05",1.2
Golden,B.C.,"3,986","3,708",7.5,11.33,351.9
Hustalen 1,B.C.,44,31,41.9,9.14,4.8
North Bay 5,B.C.,45,51,-11.8,3.66,12.3
Okanagan (Part) 1,B.C.,91,75,21.3,17.74,5.1
Quaaout 1,B.C.,284,171,66.1,17.1,16.6
Revelstoke 3,B.C.,"8,275","7,562",9.4,41.28,200.5
Salmon Arm,B.C.,"19,432","17,706",9.7,155.19,125.2
Salmon River 1 5,B.C.,0,39,0,16.13,0
Scotch Creek 4,B.C.,30,20,50,7.94,3.8
Sicamous,B.C.,"2,613","2,429",7.6,12.8,204.2
Switsemalph,B.C.,209,127,64.6,4.79,43.6
Switsemalph 3,B.C.,64,71,-9.9,5.44,11.8
Comox,B.C.,"14,806","14,028",5.5,16.87,877.7
Comox 1,B.C.,291,222,31.1,0.58,499.9
Comox Valley A,B.C.,"7,926","7,213",9.9,491.34,16.1
Comox Valley B (Lazo North),B.C.,"7,392","7,095",4.2,54.08,136.7
Comox Valley C (Puntledge - Black Creek) 3,B.C.,"9,158","8,577",6.8,"1,071.86",8.5
Courtenay 3,B.C.,"28,420","25,639",10.8,32.42,876.7
Cumberland,B.C.,"4,447","3,753",18.5,29.04,153.1
Pentledge 2,B.C.,5,0,0,0.83,6
Chemainus 13,B.C.,818,735,11.3,11.72,69.8
Cowichan 3,B.C.,"2,420","2,066",17.1,23.15,104.5
Cowichan Lake,B.C.,20,21,-4.8,0.43,47
Cowichan Valley A,B.C.,"4,949","4,733",4.6,49.21,100.6
Cowichan Valley B,B.C.,"8,994","8,558",5.1,306.08,29.4
Cowichan Valley C,B.C.,"5,046","5,019",0.5,22.57,223.6
Cowichan Valley D,B.C.,"3,530","3,243",8.8,15.53,227.3
Cowichan Valley E,B.C.,"4,253","4,121",3.2,134.78,31.6
Cowichan Valley F,B.C.,"1,804","1,629",10.7,"1,791.88",1
Cowichan Valley G 3,B.C.,"2,442","2,315",5.5,286.9,8.5
Cowichan Valley H,B.C.,"2,603","2,446",6.4,83.02,31.4
Cowichan Valley I,B.C.,"1,423","1,206",18,505.51,2.8
Duncan,B.C.,"5,047","4,944",2.1,2.06,"2,444.50"
Est-Patrolas 4,B.C.,26,23,13,0.32,80.1
Halalt 2,B.C.,156,168,-7.1,1.2,130.1
Kil-pah-las 3,B.C.,0,0,0,0.22,0
Ladysmith,B.C.,"8,990","8,537",5.3,12.04,746.5
Lake Cowichan,B.C.,"3,325","3,226",3.1,8.24,403.5
Lyacksun 3 3,B.C.,30,10,200,7.57,4
Malachan 11,B.C.,178,158,12.7,0.57,312.1
Malahat 11,B.C.,165,143,15.4,2.45,67.3
North Cowichan 3,B.C.,"31,990","29,696",7.7,195.41,163.7
Oyster Bay 12,B.C.,105,77,36.4,1.23,85.5
Penelakut Island 7,B.C.,513,452,13.5,9.12,56.2
Portier Pass 5,B.C.,0,0,0,0.02,0
Shingle Point 4,B.C.,0,0,0,0.4,0
Squaw-Hay-One 11,B.C.,29,35,-17.1,0.33,88.1
Theik 2,B.C.,48,36,33.3,0.34,141.7
Tsussie 6,B.C.,82,103,-20.4,0.13,652.3
Tzart-Lam 5,B.C.,27,39,-30.8,0.07,362.4
Canal Flats,B.C.,802,668,20.1,11.07,72.5
Cassimayooks (Mayook) 5,B.C.,5,0,0,0.62,8.1
Columbia Lake 3,B.C.,149,140,6.4,36.02,4.1
Cranbrook,B.C.,"20,499","20,047",2.3,31.97,641.2
East Kootenay A 4,B.C.,"1,875","1,683",11.4,"4,598.88",0.4
East Kootenay B,B.C.,"2,011","1,976",1.8,"2,781.15",0.7
East Kootenay C 3,B.C.,"6,536","6,021",8.6,"4,528.65",1.4
East Kootenay E,B.C.,"1,686","1,753",-3.8,"4,254.44",0.4
East Kootenay F,B.C.,"3,521","2,726",29.2,"6,091.91",0.6
East Kootenay G 3,B.C.,"1,654","1,467",12.7,"4,656.39",0.4
Elkford,B.C.,"2,749","2,499",10,108.12,25.4
Fernie 6,B.C.,"6,320","5,396",17.1,15.11,418.3
Invermere,B.C.,"3,917","3,391",15.5,10.75,364.4
Isidore's Ranch 4,B.C.,0,0,0,2.63,0
Kimberley,B.C.,"8,115","7,425",9.3,60.51,134.1
Kootenay 1,B.C.,145,170,-14.7,74.02,2
Radium Hot Springs,B.C.,"1,339",776,72.6,6.34,211.3
Shuswap 3,B.C.,319,314,1.6,11.14,28.6
Sparwood,B.C.,"4,148","3,784",9.6,191.3,21.7
St. Mary's 3,B.C.,10,15,-33.3,1.36,7.4
Tobacco Plains 2,B.C.,96,75,28,41.74,2.3
Abbotsford,B.C.,"153,524","141,397",8.6,375.33,409
Aitchelitch 9,B.C.,45,15,200,0.21,215.5
Albert Flat 5,B.C.,41,20,105,0.82,50.1
Boothroyd 13,B.C.,0,0,0,0.86,0
Boston Bar 1A,B.C.,0,0,0,0.4,0
Bucktum 4,B.C.,5,0,0,0.38,13.1
Chawathil 4,B.C.,182,186,-2.2,5.44,33.5
Cheam 1,B.C.,207,202,2.5,3.5,59.2
Chehalis 5,B.C.,500,537,-6.9,8.5,58.8
Chilliwack,B.C.,"93,203","83,788",11.2,261.34,356.6
Douglas 8,B.C.,66,67,-1.5,3.81,17.3
Fraser Valley A,B.C.,495,405,22.2,"2,325.06",0.2
Fraser Valley B 3,B.C.,869,892,-2.6,"3,085.22",0.3
Fraser Valley C,B.C.,"1,133","1,023",10.8,"3,662.73",0.3
Fraser Valley D,B.C.,"2,092","1,529",36.8,219.38,9.5
Fraser Valley E,B.C.,"1,568","1,540",1.8,640.29,2.4
Fraser Valley F,B.C.,"1,384","1,293",7,"2,015.06",0.7
Fraser Valley G,B.C.,"1,692","1,776",-4.7,96.81,17.5
Fraser Valley H,B.C.,"2,459","1,847",33.1,109.01,22.6
Harrison Hot Springs,B.C.,"1,905","1,468",29.8,5.49,347.3
Holachten 8,B.C.,330,300,10,1.31,252.7
Hope,B.C.,"6,686","6,181",8.2,40.87,163.6
Inkahtsaph 6,B.C.,0,0,0,2.02,0
Kahmoose 4,B.C.,5,65,-92.3,0.22,23.1
Kent,B.C.,"6,300","6,067",3.8,168.59,37.4
Kopchitchin 2,B.C.,41,42,-2.4,1.48,27.6
Kwawkwawapilt 6,B.C.,295,324,-9,0.72,411.8
Lakahahmen 11,B.C.,170,177,-4,0.4,419.9
Langley 2 3,B.C.,332,279,19,0.48,691.8
Lukseetsissum 9,B.C.,52,18,188.9,0.65,80
Matsqui Main 2,B.C.,119,110,8.2,1.36,87.6
Mission 3,B.C.,"41,519","38,554",7.7,226.98,182.9
Ohamil 1,B.C.,150,90,66.7,1.73,86.8
Paqulh,B.C.,0,0,0,0.25,0
Peters 1 5,B.C.,0,30,0,1.15,0
Popkum 1,B.C.,0,10,-100,1.45,0
Puckatholetchin 11,B.C.,10,5,100,2.37,4.2
Q'alatkú7em,B.C.,50,80,-37.5,0.31,162
Ruby Creek 2 3,B.C.,19,23,-17.4,0.18,106
Sachteen,B.C.,5,10,-50,0.35,14.1
Saddle Rock 9,B.C.,0,0,0,0.37,0
Schelowat 1,B.C.,5,10,-50,0.96,5.2
Schkam 2,B.C.,62,131,-52.7,0.88,70.2
Scowlitz 1,B.C.,5,10,-50,0.87,5.8
Seabird Island,B.C.,800,767,4.3,16.61,48.2
Skawahlook 1,B.C.,10,0,0,0.5,20
Skookumchuck 4,B.C.,30,85,-64.7,2.16,13.9
Skowkale,B.C.,983,841,16.9,0.72,"1,373.70"
Skwah 4,B.C.,245,192,27.6,1.16,211.1
Skwali 3,B.C.,0,10,-100,1.35,0
Skway 5,B.C.,89,84,6,2.59,34.4
Skweahm 10,B.C.,228,213,7,0.72,316.5
Soowahlie 14,B.C.,255,247,3.2,4.57,55.9
Speyum 3,B.C.,0,5,-100,1.67,0
Spuzzum 1,B.C.,55,39,41,1.34,41.2
Squawkum Creek 3,B.C.,130,116,12.1,1.58,82.2
Squiaala,B.C.,158,136,16.2,1.35,117.1
Stullawheets 8,B.C.,76,51,49,0.51,148.7
Tipella 7,B.C.,0,0,0,0,0
Tseatah 2,B.C.,15,23,-34.8,1.04,14.4
Tuckkwiowhum 1,B.C.,31,34,-8.8,0.4,78
Tzeachten 13,B.C.,"3,089","2,358",31,2.64,"1,168.60"
Upper Sumas 6,B.C.,232,178,30.3,2.56,90.5
Yakweakwioose 12,B.C.,49,44,11.4,0.21,236.3
Yale Town 1,B.C.,5,10,-50,0.1,49.7
Fort George 2,B.C.,84,105,-20,5.23,16
Fraser-Fort George A,B.C.,"3,471","3,463",0.2,"1,371.79",2.5
Fraser-Fort George C,B.C.,"3,603","3,527",2.2,"2,802.33",1.3
Fraser-Fort George D,B.C.,"4,375","4,278",2.3,667.61,6.6
Fraser-Fort George E,B.C.,533,526,1.3,614.2,0.9
Fraser-Fort George F,B.C.,"1,249","1,246",0.2,"12,487.29",0.1
Fraser-Fort George G,B.C.,365,334,9.3,"17,214.60",0
Fraser-Fort George H,B.C.,"1,589","1,586",0.2,"14,926.73",0.1
Mackenzie,B.C.,"3,281","3,714",-11.7,154.19,21.3
McBride,B.C.,588,616,-4.5,4.62,127.4
McLeod Lake 1,B.C.,81,87,-6.9,10.23,7.9
Prince George,B.C.,"76,708","74,003",3.7,316.74,242.2
Valemount,B.C.,"1,052","1,021",3,5.16,203.8
Anmore,B.C.,"2,356","2,210",6.6,27.53,85.6
Barnston Island 3 5,B.C.,0,49,0,0.58,0
Belcarra,B.C.,687,643,6.8,5.5,124.8
Bowen Island,B.C.,"4,256","3,680",15.7,50.12,84.9
Burnaby,B.C.,"249,125","232,755",7,90.57,"2,750.70"
Burrard Inlet 3 3,B.C.,"2,373","2,141",10.8,1.12,"2,123.30"
Capilano 5,B.C.,"2,899","2,931",-1.1,1.72,"1,689.10"
Coquitlam,B.C.,"148,625","139,284",6.7,122.15,"1,216.70"
Coquitlam 1,B.C.,55,54,1.9,0.03,"1,774.20"
Coquitlam 2,B.C.,0,0,0,0.81,0
Delta,B.C.,"108,455","102,238",6.1,179.66,603.7
Katzie 1,B.C.,244,262,-6.9,0.42,575.3
Katzie 2,B.C.,26,40,-35,0.31,84.6
Langley,B.C.,"132,603","117,285",13.1,307.22,431.6
Langley,B.C.,"28,963","25,888",11.9,10.18,"2,845.20"
Lions Bay,B.C.,"1,390","1,334",4.2,2.53,549
Maple Ridge,B.C.,"90,990","82,256",10.6,267.82,339.7
Matsqui 4,B.C.,456,471,-3.2,0.28,"1,654.60"
McMillan Island 6,B.C.,96,94,2.1,1.78,53.9
Metro Vancouver A,B.C.,"18,612","16,133",15.4,815.21,22.8
Mission 1,B.C.,570,576,-1,0.28,"2,060.00"
Musqueam 2,B.C.,"1,646","1,652",-0.4,1.84,894.7
Musqueam 4,B.C.,10,10,0,0.53,18.8
New Westminster,B.C.,"78,916","70,996",11.2,15.62,"5,052.40"
North Vancouver 3,B.C.,"88,168","85,649",2.9,160.66,548.8
North Vancouver,B.C.,"58,120","52,898",9.9,11.83,"4,913.00"
Pitt Meadows,B.C.,"19,146","18,573",3.1,86.34,221.7
Port Coquitlam,B.C.,"61,498","58,612",4.9,29.16,"2,108.70"
Port Moody,B.C.,"33,535","33,551",0,25.85,"1,297.30"
Richmond,B.C.,"209,937","198,309",5.9,128.87,"1,629.00"
Semiahmoo,B.C.,71,120,-40.8,1.32,53.7
Seymour Creek 2,B.C.,105,123,-14.6,0.49,216
Surrey,B.C.,"568,322","517,887",9.7,316.11,"1,797.90"
Tsawwassen,B.C.,"2,256",816,176.5,6.57,343.3
Vancouver,B.C.,"662,248","631,486",4.9,115.18,"5,749.90"
West Vancouver,B.C.,"44,122","42,473",3.9,87.18,506.1
White Rock,B.C.,"21,939","19,952",10,5.17,"4,240.60"
Whonnock 1,B.C.,5,0,0,0.39,12.9
Babine 17,B.C.,87,111,-21.6,1.14,76.4
Bulkley River 19,B.C.,174,128,35.9,2.23,78.1
Coryatsaqua (Moricetown) 2,B.C.,80,86,-7,1.43,55.8
Dease Lake 9,B.C.,54,54,0,1.05,51.2
Gitanmaax 1,B.C.,560,630,-11.1,10.48,53.4
Gitanyow 1,B.C.,408,434,-6,5.01,81.4
Gitsegukla 1,B.C.,444,427,4,10.98,40.4
Gitwangak 1,B.C.,450,430,4.7,17.62,25.5
Guhthe Tah 12,B.C.,142,148,-4.1,0.31,457.9
Hagwilget 1,B.C.,183,191,-4.2,1.26,144.7
Hazelton,B.C.,257,313,-17.9,2.89,89.1
Iskut 6,B.C.,478,295,62,0.58,822.3
Kispiox 1,B.C.,578,599,-3.5,12.31,47
Kitamaat 2,B.C.,507,525,-3.4,1.51,335.3
Kitasoo 1,B.C.,217,292,-25.7,3.09,70.3
Kitimat,B.C.,"8,236","8,131",1.3,239.28,34.4
Kitimat-Stikine A,B.C.,48,20,140,"25,253.67",0
Kitimat-Stikine B,B.C.,"1,455","1,473",-1.2,"7,382.17",0.2
Kitimat-Stikine C (Part 1),B.C.,"2,978","2,834",5.1,"9,635.77",0.3
Kitimat-Stikine C (Part 2),B.C.,0,5,-100,"17,986.66",0
Kitimat-Stikine D 3,B.C.,74,99,-25.3,"28,105.99",0
Kitimat-Stikine E,B.C.,"3,932","3,993",-1.5,16.49,238.5
Kitimat-Stikine F,B.C.,326,360,-9.4,"12,956.41",0
Kitselas 1,B.C.,291,269,8.2,4.74,61.4
Kitsumkaylum 1,B.C.,315,334,-5.7,4.86,64.9
Kshish 4,B.C.,0,0,0,2.59,0
Kulspai 6,B.C.,73,87,-16.1,0.07,"1,022.40"
Moricetown 1,B.C.,253,306,-17.3,5.73,44.1
New Hazelton,B.C.,602,580,3.8,24.34,24.7
Nisga'a,B.C.,"1,794","1,880",-4.6,"2,001.25",0.9
Sik-e-dakh 2,B.C.,209,236,-11.4,4.4,47.5
Stewart,B.C.,517,401,28.9,551.57,0.9
Tahltan 1,B.C.,0,0,0,1.55,0
Telegraph Creek 3,B.C.,51,53,-3.8,0.49,103.8
Terrace,B.C.,"12,017","11,643",3.2,57.33,209.6
Fruitvale,B.C.,"1,958","1,920",2,2.7,724.7
Grand Forks,B.C.,"4,112","4,049",1.6,10.37,396.4
Greenwood,B.C.,702,665,5.6,2.42,290.2
Kootenay Boundary A,B.C.,"1,624","1,891",-14.1,238.18,6.8
Kootenay Boundary B / Lower Columbia-Old-Glory,B.C.,"1,422","1,442",-1.4,776.31,1.8
Kootenay Boundary C / Christina Lake,B.C.,"1,627","1,337",21.7,529.57,3.1
Kootenay Boundary D / Rural Grand Forks,B.C.,"3,226","3,225",0,"2,117.85",1.5
Kootenay Boundary E / West Boundary,B.C.,"3,004","2,155",39.4,"4,293.14",0.7
Midway,B.C.,651,649,0.3,12.23,53.2
Montrose,B.C.,"1,013",996,1.7,1.46,693.1
Rossland,B.C.,"4,140","3,729",11,59.72,69.3
Trail,B.C.,"7,920","7,709",2.7,34.9,226.9
Warfield,B.C.,"1,753","1,680",4.3,1.89,929.3
Alert Bay 2,B.C.,449,479,-6.3,1.69,265.3
Alert Bay 3,B.C.,382,460,-17,2.5,153.1
Dead Point 5,B.C.,22,10,120,0.42,52.7
Fort Rupert 1,B.C.,58,27,114.8,0.05,"1,205.80"
Gwayasdums 1,B.C.,38,27,40.7,0.32,119.5
Hope Island 1,B.C.,0,0,0,36.65,0
Hopetown 10A,B.C.,0,0,0,0.03,0
Kippase 2,B.C.,220,228,-3.5,0.14,"1,578.20"
Mount Waddington A 3,B.C.,695,724,-4,"12,666.41",0.1
Mount Waddington B,B.C.,35,60,-41.7,"2,579.60",0
Mount Waddington C,B.C.,764,750,1.9,"1,505.03",0.5
Mount Waddington D 3,B.C.,371,394,-5.8,"3,331.05",0.1
Nimpkish 2 2,B.C.,0,10,-100,0.03,0
Port Alice,B.C.,739,664,11.3,7.03,105.1
Port Hardy 3,B.C.,"3,902","4,132",-5.6,38.55,101.2
Port McNeill,B.C.,"2,356","2,337",0.8,13.77,171.1
Quaee 7,B.C.,111,78,42.3,2.05,54.2
Quatsino Subdivision 18,B.C.,246,224,9.8,0.24,"1,018.20"
Thomas Point 5,B.C.,0,0,0,0.19,0
Thomas Point 5A 3,B.C.,0,0,0,0.13,0
Tsulquate 4,B.C.,451,431,4.6,0.6,753
Lantzville,B.C.,"3,817","3,605",5.9,27.68,137.9
Nanaimo,B.C.,"99,863","90,504",10.3,90.45,"1,104.10"
Nanaimo A,B.C.,"7,481","7,058",6,60.18,124.3
Nanaimo B,B.C.,"4,500","4,033",11.6,58.02,77.6
Nanaimo C,B.C.,"3,344","2,808",19.1,"1,097.77",3
Nanaimo E,B.C.,"6,765","6,125",10.4,74.83,90.4
Nanaimo F,B.C.,"8,216","7,724",6.4,264.11,31.1
Nanaimo G 3,B.C.,"8,109","7,526",7.7,49.31,164.4
Nanaimo H,B.C.,"4,291","3,884",10.5,277.14,15.5
Nanaimo River,B.C.,323,371,-12.9,2.29,140.9
Nanaimo Town 1,B.C.,386,360,7.2,0.2,"1,911.80"
Nanoose,B.C.,245,230,6.5,0.71,347.4
Parksville 3,B.C.,"13,642","12,453",9.5,14.52,939.5
Qualicum,B.C.,82,74,10.8,0.74,110.3
Qualicum Beach,B.C.,"9,303","8,943",4,17.98,517.5
Armstrong,B.C.,"5,323","5,114",4.1,5.22,"1,020.00"
Coldstream,B.C.,"11,171","10,648",4.9,66.57,167.8
Enderby,B.C.,"3,028","2,964",2.2,4.26,710.4
Enderby 2,B.C.,440,316,39.2,22.99,19.1
Harris 3,B.C.,0,5,-100,0.51,0
Lumby,B.C.,"2,063","1,833",12.5,5.93,347.7
North Okanagan B,B.C.,"3,274","3,203",2.2,487.8,6.7
North Okanagan C 3,B.C.,"4,511","3,870",16.6,300.14,15
North Okanagan D,B.C.,"2,909","2,672",8.9,"1,790.98",1.6
North Okanagan E,B.C.,"1,092","1,010",8.1,"2,604.05",0.4
North Okanagan F,B.C.,"4,362","4,000",9.1,"1,767.29",2.5
Okanagan (Part) 1 3,B.C.,"3,244","2,859",13.5,89.79,36.1
Priest's Valley 6,B.C.,367,628,-41.6,0.36,"1,024.90"
Spallumcheen,B.C.,"5,307","5,106",3.9,254.92,20.8
Vernon 3,B.C.,"44,519","40,116",11,96.43,461.7
Fontas 1 3,B.C.,5,5,0,0.13,38.9
Fort Nelson 2 3,B.C.,419,425,-1.4,95.58,4.4
Kahntah 3,B.C.,0,0,0,0.08,0
Northern Rockies 3,B.C.,"3,947","4,862",-18.8,"84,759.31",0
Prophet River 4 3,B.C.,107,101,5.9,3.79,28.2
Alexis 9,B.C.,10,10,0,1.88,5.3
Ashnola 10,B.C.,58,83,-30.1,35.91,1.6
Blind Creek 6,B.C.,26,26,0,1.58,16.5
Chopaka 7 & 8,B.C.,86,81,6.2,16.98,5.1
Chuchuwayha 2,B.C.,86,58,48.3,21.38,4
Keremeos,B.C.,"1,608","1,502",7.1,2.09,768.3
Lower Similkameen 2,B.C.,76,58,31,12.98,5.9
Lulu 5 3,B.C.,15,20,-25,0.21,73.1
Okanagan-Similkameen A,B.C.,"2,139","1,858",15.1,258.04,8.3
Okanagan-Similkameen B,B.C.,"1,151","1,047",9.9,238.78,4.8
Okanagan-Similkameen C,B.C.,"3,986","3,557",12.1,444.75,9
Okanagan-Similkameen D 3,B.C.,"4,016","3,757",6.9,583.93,6.9
Okanagan-Similkameen E,B.C.,"2,015","1,903",5.9,491.9,4.1
Okanagan-Similkameen F,B.C.,"2,092","2,014",3.9,568.86,3.7
Okanagan-Similkameen G 3,B.C.,"2,298","2,134",7.7,"2,110.68",1.1
Okanagan-Similkameen H 3,B.C.,"2,232","1,933",15.5,"4,757.22",0.5
Okanagan-Similkameen I 3,B.C.,"2,307","2,219",4,344.36,6.7
Oliver,B.C.,"5,094","4,928",3.4,5.49,927.9
Osoyoos 2,B.C.,"5,556","5,050",10,8.41,660.7
Osoyoos 1,B.C.,"1,426",762,87.1,130.34,10.9
Penticton,B.C.,"36,885","33,761",9.3,43.03,857.3
Penticton 1,B.C.,"2,080","1,783",16.7,194.55,10.7
Princeton,B.C.,"2,894","2,828",2.3,59.28,48.8
Summerland,B.C.,"12,042","11,615",3.7,74.04,162.6
Blueberry River 205,B.C.,145,197,-26.4,13.13,11
Chetwynd,B.C.,"2,302","2,503",-8,63.55,36.2
Dawson Creek,B.C.,"12,323","12,178",1.2,26.72,461.1
Doig River 206,B.C.,85,118,-28,11.35,7.5
East Moberly Lake 169,B.C.,297,381,-22,31.08,9.6
Finlay River 6 3,B.C.,229,0,0,9.49,24.1
Fort St. John 3,B.C.,"21,465","20,260",5.9,32.67,656.9
Fort Ware 1,B.C.,242,332,-27.1,3.62,66.9
Halfway River 168,B.C.,247,172,43.6,40.27,6.1
Hudson's Hope,B.C.,841,"1,015",-17.1,826.7,1
Ingenika Point,B.C.,0,234,-100,5.56,0
Mesilinka 7 3,B.C.,0,0,0,4.27,0
Peace River B,B.C.,"5,379","5,628",-4.4,"85,959.79",0.1
Peace River C 3,B.C.,"5,947","6,667",-10.8,568.14,10.5
Peace River D,B.C.,"4,793","5,920",-19,"11,688.01",0.4
Peace River E,B.C.,"2,660","2,949",-9.8,"16,336.91",0.2
Pouce Coupe,B.C.,762,792,-3.8,2.06,370.3
Taylor,B.C.,"1,317","1,469",-10.3,16.92,77.8
Tumbler Ridge,B.C.,"2,399","1,987",20.7,"1,557.41",1.5
West Moberly Lake 168A,B.C.,99,140,-29.3,19.09,5.2
Powell River,B.C.,"13,943","13,157",6,28.91,482.4
Sechelt (Part),B.C.,21,21,0,0.24,86.6
Sliammon 1,B.C.,797,707,12.7,8.14,98
qathet A,B.C.,"1,250","1,105",13.1,"3,886.89",0.3
qathet B,B.C.,"1,664","1,541",8,128.61,12.9
qathet C,B.C.,"2,197","2,064",6.4,642.05,3.4
qathet D,B.C.,"1,126","1,076",4.6,299.75,3.8
qathet E,B.C.,498,399,24.8,73.32,6.8
Dolphin Island 1,B.C.,295,353,-16.4,15.09,19.5
Kulkayu (Hartley Bay) 4,B.C.,58,52,11.5,1.14,51
Kulkayu (Hartley Bay) 4A 3,B.C.,66,29,127.6,0.51,129.6
Lax Kw'alaams 1,B.C.,627,646,-2.9,108.84,5.8
Masset,B.C.,838,793,5.7,20.69,40.5
Masset 1,B.C.,475,555,-14.4,3.16,150.4
North Coast A,B.C.,45,41,9.8,"2,928.16",0
North Coast C 2,B.C.,31,85,-63.5,"6,484.78",0
North Coast D 3,B.C.,580,468,23.9,"6,418.04",0.1
North Coast E,B.C.,325,340,-4.4,"3,408.85",0.1
Port Clements,B.C.,340,282,20.6,13.07,26
Port Edward,B.C.,470,467,0.6,167.16,2.8
Prince Rupert,B.C.,"12,300","12,220",0.7,66,186.4
Queen Charlotte 2,B.C.,964,884,9,35.58,27.1
S1/2 Tsimpsean 2 5,B.C.,0,88,0,33.47,0
Skidegate 1,B.C.,697,837,-16.7,5.12,136
Tlaa Gaa Aawtlaas 28 3,B.C.,70,71,-1.4,0.64,109.3
Bridge River 1,B.C.,242,241,0.4,39.02,6.2
Cayoosh Creek 1,B.C.,66,66,0,1.58,41.9
Cheakamus 11,B.C.,95,57,66.7,18.81,5
Chilhil 6,B.C.,63,70,-10,2.54,24.8
Fountain 1,B.C.,93,111,-16.2,1.38,67.5
Fountain 10,B.C.,5,5,0,0.97,5.1
Fountain 11,B.C.,0,0,0,0.22,0
Fountain 12,B.C.,10,10,0,0.3,33.7
Fountain 1B,B.C.,63,73,-13.7,0.85,74
Fountain 1D 3,B.C.,25,5,400,0.25,99.4
Fountain 3,B.C.,10,10,0,2.84,3.5
Fountain 3A 3,B.C.,0,0,0,0.23,0
Fountain Creek 8,B.C.,0,0,0,0.23,0
Kowtain 17,B.C.,59,35,68.6,0.24,245
Lillooet,B.C.,"2,302","2,275",1.2,27.63,83.3
Lillooet 1,B.C.,285,243,17.3,3.78,75.4
McCartney's Flat 4,B.C.,24,26,-7.7,1.81,13.2
Mission 5,B.C.,19,23,-17.4,0.26,73.1
Mount Currie,B.C.,"1,242","1,285",-3.3,24.05,51.7
