Geography,Car_Truck_Van_Less_Than_15,Car_Truck_Van_15_to_29,Car_Truck_Van_30_to_44,Car_Truck_Van_45_to_59,Car_Truck_Van_More_Than_60,Car_Truck_Van_Avg_Duration,Public_Transit_Less_Than_15,Public_Transit_15_to_29,Public_Transit_30_to_44,Public_Transit_45_to_59,Public_Transit_More_Than_60,Public_Transit_Avg_Duration,Active_Transportation_Less_Than_15,Active_Transportation_15_to_29,Active_Transportation_30_to_44,Active_Transportation_45_to_59,Active_Transportation_More_Than_60,Active_Transportation_Avg_Duration,Motorcycle_Scooter_Moped_Less_Than_15,Motorcycle_Scooter_Moped_15_to_29,Motorcycle_Scooter_Moped_30_to_44,Motorcycle_Scooter_Moped_45_to_59,Motorcycle_Scooter_Moped_More_Than_60,Motorcycle_Scooter_Moped_Avg_Duration,Other_Less_Than_15,Other_15_to_29,Other_30_to_44,Other_45_to_59,Other_More_Than_60,Other_Avg_Duration,Province or Territory Abbreviation,Population (2021),Population (2016),Population Percentage Change (2016->2021),Land area (2021) (km^2),Population density per km^2 (2021)
Alma,6420.0,2945.0,1175.0,685.0,175.0,15.9,0.0,0.0,0.0,0.0,10.0,100.0,505.0,160.0,15.0,0.0,0.0,9.3,15.0,0.0,0.0,0.0,0.0,0.0,60.0,30.0,25.0,0.0,0.0,15.9,N.B.,282,213,32.4,47.64,5.9
Alma,6420.0,2945.0,1175.0,685.0,175.0,15.9,0.0,0.0,0.0,0.0,10.0,100.0,505.0,160.0,15.0,0.0,0.0,9.3,15.0,0.0,0.0,0.0,0.0,0.0,60.0,30.0,25.0,0.0,0.0,15.9,N.B.,5,5,0.0,222.74,0.0
Alma,15.0,35.0,0.0,20.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,282,213,32.4,47.64,5.9
Alma,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,282,213,32.4,47.64,5.9
Alma,15.0,35.0,0.0,20.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,5,5,0.0,222.74,0.0
Alnwick,120.0,70.0,25.0,0.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,3615,3640,-0.7,668.84,5.4
Alnwick/Haldimand,195.0,255.0,95.0,65.0,35.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,8.4,Ont.,7473,6869,8.8,398.25,18.8
Alonsa,40.0,50.0,15.0,0.0,20.0,26.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Man.,1210,1247,-3.0,3006.17,0.4
Altona,1350.0,280.0,130.0,25.0,55.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,235.0,40.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Man.,4267,4212,1.3,9.35,456.3
Alvena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,75,60,25.0,0.43,173.2
Amaranth,195.0,160.0,60.0,30.0,25.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,Ont.,4327,4079,6.1,265.02,16.3
Amherst,60.0,65.0,15.0,20.0,15.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.S.,9404,9413,-0.1,12.07,779.4
Amherst,2275.0,815.0,410.0,120.0,50.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,120.0,100.0,40.0,0.0,0.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,45.0,15.0,10.0,0.0,0.0,13.0,Que.,1728,1484,16.4,227.86,7.6
Amherst,2275.0,815.0,410.0,120.0,50.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,120.0,100.0,40.0,0.0,0.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,45.0,15.0,10.0,0.0,0.0,13.0,N.S.,9404,9413,-0.1,12.07,779.4
Amherst,60.0,65.0,15.0,20.0,15.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,1728,1484,16.4,227.86,7.6
Amherstburg,1605.0,1080.0,635.0,120.0,45.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,140.0,30.0,15.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,75.0,10.0,0.0,0.0,10.0,12.1,Ont.,23524,21936,7.2,183.76,128.0
Amisk,30.0,10.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,219,204,7.4,0.76,288.0
Amos,3615.0,1480.0,490.0,235.0,185.0,15.2,0.0,0.0,0.0,0.0,10.0,46.0,420.0,170.0,25.0,0.0,10.0,11.7,20.0,0.0,0.0,0.0,0.0,7.0,40.0,20.0,0.0,0.0,0.0,28.8,Que.,12675,12823,-1.2,429.04,29.5
Amqui,1625.0,885.0,115.0,55.0,35.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,185.0,40.0,10.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,19.5,Que.,5999,6178,-2.9,121.02,49.6
Anacla 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,104,82,26.8,0.93,112.1
Anahim's Flat 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,437,342,27.8,38.59,11.3
Anahim's Meadow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,10,10,0.0,4.19,2.4
Anchor Point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,305,314,-2.9,2.26,134.9
Andover,35.0,10.0,10.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,879,891,-1.3,123.42,7.1
Andrew,35.0,20.0,20.0,0.0,15.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,366,425,-13.9,1.18,310.1
Ange-Gardien,475.0,590.0,240.0,35.0,25.0,19.2,0.0,25.0,15.0,0.0,35.0,47.6,65.0,15.0,0.0,0.0,0.0,6.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,2889,2699,7.0,90.21,32.0
Anmore,40.0,70.0,20.0,30.0,15.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,2356,2210,6.6,27.53,85.6
Annaheim,20.0,65.0,45.0,0.0,10.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,206,210,-1.9,0.7,292.5
Annapolis Royal,185.0,135.0,25.0,35.0,10.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,N.S.,530,491,7.9,1.98,268.3
Annapolis Valley First Nation,30.0,10.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.S.,743,140,430.7,0.65,1148.6
"Annapolis, Subd. A",275.0,215.0,85.0,25.0,35.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,15.0,24.8,N.S.,5980,5866,1.9,612.44,9.8
"Annapolis, Subd. B",330.0,325.0,130.0,30.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.0,N.S.,4587,4448,3.1,377.16,12.2
"Annapolis, Subd. C",195.0,75.0,15.0,10.0,15.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,N.S.,5218,4947,5.5,206.51,25.3
"Annapolis, Subd. D",30.0,10.0,10.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,N.S.,3049,2991,1.9,1976.25,1.5
Antelope Park No. 322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,124,130,-4.6,609.52,0.2
Antigonish,1900.0,1050.0,245.0,150.0,85.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,185.0,95.0,20.0,0.0,0.0,13.3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,0.0,0.0,0.0,9.4,N.S.,4656,4364,6.7,4.98,934.5
Antigonish,2960.0,1770.0,515.0,225.0,175.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,165.0,35.0,0.0,10.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,70.0,15.0,0.0,0.0,0.0,8.5,N.S.,4656,4364,6.7,4.98,934.5
"Antigonish, Subd. A",720.0,455.0,205.0,60.0,50.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,80.0,65.0,10.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,8.0,N.S.,8963,8278,8.3,926.43,9.7
"Antigonish, Subd. B",285.0,245.0,65.0,20.0,45.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.S.,6138,6306,-2.7,522.29,11.8
Antler No. 61,10.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,451,523,-13.8,804.28,0.6
Appleton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,620,574,8.0,6.33,98.0
Aquadeo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,203,111,82.9,0.7,289.5
Aquaforte,0.0,55.0,0.0,0.0,10.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,74,80,-7.5,6.88,10.7
Arborfield,65.0,70.0,10.0,0.0,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,285,312,-8.7,0.87,326.2
Arborfield No. 456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,338,343,-1.5,1403.77,0.2
Arborg,510.0,455.0,145.0,35.0,25.0,17.3,0.0,0.0,0.0,0.0,0.0,0.0,160.0,10.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Man.,1279,1232,3.8,2.22,576.6
Archerwill,45.0,15.0,15.0,0.0,0.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,153,166,-7.8,0.82,186.5
Arcola,135.0,75.0,30.0,30.0,10.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,636,657,-3.2,3.46,183.8
Arctic Bay,80.0,15.0,10.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,65.0,35.0,0.0,0.0,0.0,9.9,10.0,0.0,0.0,0.0,0.0,3.6,25.0,0.0,0.0,0.0,0.0,12.4,Nvt.,994,868,14.5,245.16,4.1
Argentia Beach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,39,27,44.4,0.62,63.3
Argyle,35.0,45.0,20.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Man.,994,1025,-3.0,768.63,1.3
Argyle,635.0,280.0,185.0,40.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,N.S.,7870,7899,-0.4,1526.07,5.2
Argyle,635.0,280.0,185.0,40.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,Man.,994,1025,-3.0,768.63,1.3
Argyle,35.0,45.0,20.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.S.,7870,7899,-0.4,1526.07,5.2
Argyle No. 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,331,290,14.1,567.05,0.6
Arlington No. 79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,359,366,-1.9,841.62,0.4
Arm River No. 252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,258,250,3.2,721.58,0.4
Armagh,80.0,25.0,20.0,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,1439,1488,-3.3,167.99,8.6
Armour,10.0,15.0,10.0,0.0,10.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ont.,1459,1414,3.2,163.52,8.9
Armstrong,190.0,80.0,45.0,15.0,10.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,5323,5114,4.1,5.22,1020.0
Armstrong,190.0,80.0,45.0,15.0,10.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ont.,1199,1166,2.8,90.16,13.3
Armstrong,65.0,15.0,10.0,10.0,15.0,26.6,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ont.,1199,1166,2.8,90.16,13.3
Armstrong,830.0,630.0,200.0,90.0,75.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,160.0,65.0,15.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,5.2,B.C.,5323,5114,4.1,5.22,1020.0
Armstrong,65.0,15.0,10.0,10.0,15.0,26.6,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,5323,5114,4.1,5.22,1020.0
Armstrong,65.0,15.0,10.0,10.0,15.0,26.6,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Man.,1967,1792,9.8,1868.24,1.1
Armstrong,830.0,630.0,200.0,90.0,75.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,160.0,65.0,15.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,5.2,Ont.,1199,1166,2.8,90.16,13.3
Armstrong,830.0,630.0,200.0,90.0,75.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,160.0,65.0,15.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,5.2,Man.,1967,1792,9.8,1868.24,1.1
Armstrong,190.0,80.0,45.0,15.0,10.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Man.,1967,1792,9.8,1868.24,1.1
Arnold's Cove,175.0,30.0,50.0,20.0,35.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.L.,964,949,1.6,5.25,183.8
Arnprior,1350.0,780.0,410.0,140.0,110.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,195.0,65.0,15.0,15.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,0.0,0.0,0.0,13.4,Ont.,9629,8795,9.5,13.04,738.5
Aroland,50.0,0.0,0.0,0.0,10.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,Ont.,178,366,-51.4,3.34,53.3
Aroostook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N.B.,313,306,2.3,2.23,140.2
Arran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,20,25,-20.0,0.72,27.9
Arran-Elderslie,485.0,405.0,215.0,75.0,15.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,4.4,Ont.,6913,6803,1.6,458.76,15.1
Arrowwood,0.0,10.0,10.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alta.,188,207,-9.2,0.75,250.8
Arundel,40.0,10.0,15.0,10.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,578,563,2.7,63.45,9.1
Arviat,215.0,0.0,0.0,0.0,10.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,205.0,35.0,0.0,0.0,0.0,7.9,15.0,0.0,0.0,0.0,0.0,4.4,115.0,0.0,0.0,0.0,20.0,19.0,Nvt.,2864,2657,7.8,126.14,22.7
Ascot Corner,250.0,290.0,75.0,25.0,35.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,3368,3158,6.6,81.64,41.3
Ashcroft,250.0,130.0,65.0,0.0,60.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,4.8,20.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,1670,1558,7.2,50.86,32.8
Ashcroft 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,42,68,-38.2,1.4,30.0
Ashfield-Colborne-Wawanosh,45.0,65.0,20.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ont.,5884,5422,8.5,586.88,10.0
Ashnola 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B.C.,58,83,-30.1,35.91,1.6
Asphodel-Norwood,405.0,245.0,105.0,45.0,35.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,1.0,Ont.,4658,4109,13.4,161.62,28.8
Asquith,55.0,30.0,50.0,40.0,0.0,26.7,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,28.0,Sask.,624,639,-2.3,1.37,456.0
Assiginack,55.0,85.0,40.0,15.0,0.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ont.,1008,1013,-0.5,224.89,4.5
Assiniboine 76,55.0,10.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sask.,703,443,58.7,158.11,4.4
Aston-Jonction,40.0,10.0,25.0,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Que.,441,424,4.0,26.2,16.8
Athabasca,935.0,685.0,175.0,45.0,110.0,18.9,10.0,0.0,0.0,10.0,0.0,20.0,55.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,Alta.,2759,2965,-6.9,17.79,155.1
Athabasca County,130.0,150.0,80.0,30.0,60.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.2,Alta.,6959,7869,-11.6,6111.3,1.1
